shell,triangles,cx,cy,cz,dx,dy,dz,xmin,ymin,zmin,xmax,ymax,zmax
130,76,-19.445563316345215,4.699999928474426,368.45570373535156,2.746522903442383,5.799999952316284,1.932098388671875,-20.818824768066406,1.7999999523162842,367.4896545410156,-18.072301864624023,7.599999904632568,369.4217529296875
131,76,4.605000019073486,25.112500190734863,-3.7999998927116394,0.6000003814697266,2.8249988555908203,5.799999833106995,4.304999828338623,23.700000762939453,-6.699999809265137,4.90500020980835,26.524999618530273,-0.8999999761581421
132,76,-19.445563316345215,4.699999928474426,112.45570373535156,2.746522903442383,5.799999952316284,1.9321136474609375,-20.818824768066406,1.7999999523162842,111.4896469116211,-18.072301864624023,7.599999904632568,113.42176055908203
133,76,-19.445563316345215,4.699999928474426,260.45570373535156,2.746522903442383,5.799999952316284,1.932098388671875,-20.818824768066406,1.7999999523162842,259.4896545410156,-18.072301864624023,7.599999904632568,261.4217529296875
134,76,-91.45570373535156,-19.445563316345215,380.3000030517578,1.9321136474609375,2.746522903442383,5.800018310546875,-92.42176055908203,-20.818824768066406,377.3999938964844,-90.4896469116211,-18.072301864624023,383.20001220703125
135,54,-20.311589241027832,5.699999928474426,111.95570373535156,1.0144710540771484,3.799999952316284,0.9321136474609375,-20.818824768066406,3.799999952316284,111.4896469116211,-19.804353713989258,7.599999904632568,112.42176055908203
136,54,-90.95570373535156,-20.311589241027832,379.3000030517578,0.9321136474609375,1.0144710540771484,3.800018310546875,-91.42176055908203,-20.818824768066406,377.3999938964844,-90.4896469116211,-19.804353713989258,381.20001220703125
137,54,-20.311589241027832,5.699999928474426,367.95570373535156,1.0144710540771484,3.799999952316284,0.932098388671875,-20.818824768066406,3.799999952316284,367.4896545410156,-19.804353713989258,7.599999904632568,368.4217529296875
138,54,-20.311589241027832,5.699999928474426,259.95570373535156,1.0144710540771484,3.799999952316284,0.932098388671875,-20.818824768066406,3.799999952316284,259.4896545410156,-19.804353713989258,7.599999904632568,260.4217529296875
139,54,4.605000019073486,26.112500190734863,-2.7999998927116394,0.6000003814697266,0.8249988555908203,3.7999998331069946,4.304999828338623,25.700000762939453,-4.699999809265137,4.90500020980835,26.524999618530273,-0.8999999761581421
140,20,4.605000019073486,30.5,-6.3999998569488525,0.6000003814697266,6.0,0.5999999046325684,4.304999828338623,27.5,-6.699999809265137,4.90500020980835,33.5,-6.099999904632568
